DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20060917,17/09/2006,1,Sunday,Domingo,Dimanche,17,260,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060918,18/09/2006,2,Monday,Lunes,Lundi,18,261,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060919,19/09/2006,3,Tuesday,Martes,Mardi,19,262,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060920,20/09/2006,4,Wednesday,Miércoles,Mercredi,20,263,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060921,21/09/2006,5,Thursday,Jueves,Jeudi,21,264,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060922,22/09/2006,6,Friday,Viernes,Vendredi,22,265,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060923,23/09/2006,7,Saturday,Sábado,Samedi,23,266,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060924,24/09/2006,1,Sunday,Domingo,Dimanche,24,267,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060925,25/09/2006,2,Monday,Lunes,Lundi,25,268,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060926,26/09/2006,3,Tuesday,Martes,Mardi,26,269,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060927,27/09/2006,4,Wednesday,Miércoles,Mercredi,27,270,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060928,28/09/2006,5,Thursday,Jueves,Jeudi,28,271,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060929,29/09/2006,6,Friday,Viernes,Vendredi,29,272,40,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060930,30/09/2006,7,Saturday,Sábado,Samedi,30,273,40,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20061001,01/10/2006,1,Sunday,Domingo,Dimanche,1,274,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061002,02/10/2006,2,Monday,Lunes,Lundi,2,275,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061003,03/10/2006,3,Tuesday,Martes,Mardi,3,276,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061004,04/10/2006,4,Wednesday,Miércoles,Mercredi,4,277,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061005,05/10/2006,5,Thursday,Jueves,Jeudi,5,278,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061006,06/10/2006,6,Friday,Viernes,Vendredi,6,279,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061007,07/10/2006,7,Saturday,Sábado,Samedi,7,280,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061008,08/10/2006,1,Sunday,Domingo,Dimanche,8,281,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061009,09/10/2006,2,Monday,Lunes,Lundi,9,282,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061010,10/10/2006,3,Tuesday,Martes,Mardi,10,283,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061011,11/10/2006,4,Wednesday,Miércoles,Mercredi,11,284,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061012,12/10/2006,5,Thursday,Jueves,Jeudi,12,285,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061013,13/10/2006,6,Friday,Viernes,Vendredi,13,286,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061014,14/10/2006,7,Saturday,Sábado,Samedi,14,287,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061015,15/10/2006,1,Sunday,Domingo,Dimanche,15,288,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061016,16/10/2006,2,Monday,Lunes,Lundi,16,289,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061017,17/10/2006,3,Tuesday,Martes,Mardi,17,290,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061018,18/10/2006,4,Wednesday,Miércoles,Mercredi,18,291,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061019,19/10/2006,5,Thursday,Jueves,Jeudi,19,292,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061020,20/10/2006,6,Friday,Viernes,Vendredi,20,293,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061021,21/10/2006,7,Saturday,Sábado,Samedi,21,294,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061022,22/10/2006,1,Sunday,Domingo,Dimanche,22,295,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061023,23/10/2006,2,Monday,Lunes,Lundi,23,296,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061024,24/10/2006,3,Tuesday,Martes,Mardi,24,297,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061025,25/10/2006,4,Wednesday,Miércoles,Mercredi,25,298,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061026,26/10/2006,5,Thursday,Jueves,Jeudi,26,299,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061027,27/10/2006,6,Friday,Viernes,Vendredi,27,300,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061028,28/10/2006,7,Saturday,Sábado,Samedi,28,301,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061029,29/10/2006,1,Sunday,Domingo,Dimanche,29,302,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061030,30/10/2006,2,Monday,Lunes,Lundi,30,303,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061031,31/10/2006,3,Tuesday,Martes,Mardi,31,304,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061101,01/11/2006,4,Wednesday,Miércoles,Mercredi,1,305,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061102,02/11/2006,5,Thursday,Jueves,Jeudi,2,306,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061103,03/11/2006,6,Friday,Viernes,Vendredi,3,307,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061104,04/11/2006,7,Saturday,Sábado,Samedi,4,308,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061105,05/11/2006,1,Sunday,Domingo,Dimanche,5,309,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061106,06/11/2006,2,Monday,Lunes,Lundi,6,310,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061107,07/11/2006,3,Tuesday,Martes,Mardi,7,311,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061108,08/11/2006,4,Wednesday,Miércoles,Mercredi,8,312,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061109,09/11/2006,5,Thursday,Jueves,Jeudi,9,313,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061110,10/11/2006,6,Friday,Viernes,Vendredi,10,314,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061111,11/11/2006,7,Saturday,Sábado,Samedi,11,315,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061112,12/11/2006,1,Sunday,Domingo,Dimanche,12,316,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061113,13/11/2006,2,Monday,Lunes,Lundi,13,317,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061114,14/11/2006,3,Tuesday,Martes,Mardi,14,318,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061115,15/11/2006,4,Wednesday,Miércoles,Mercredi,15,319,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061116,16/11/2006,5,Thursday,Jueves,Jeudi,16,320,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061117,17/11/2006,6,Friday,Viernes,Vendredi,17,321,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061118,18/11/2006,7,Saturday,Sábado,Samedi,18,322,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061119,19/11/2006,1,Sunday,Domingo,Dimanche,19,323,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061120,20/11/2006,2,Monday,Lunes,Lundi,20,324,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061121,21/11/2006,3,Tuesday,Martes,Mardi,21,325,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061122,22/11/2006,4,Wednesday,Miércoles,Mercredi,22,326,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061123,23/11/2006,5,Thursday,Jueves,Jeudi,23,327,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061124,24/11/2006,6,Friday,Viernes,Vendredi,24,328,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061125,25/11/2006,7,Saturday,Sábado,Samedi,25,329,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061126,26/11/2006,1,Sunday,Domingo,Dimanche,26,330,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061127,27/11/2006,2,Monday,Lunes,Lundi,27,331,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061128,28/11/2006,3,Tuesday,Martes,Mardi,28,332,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061129,29/11/2006,4,Wednesday,Miércoles,Mercredi,29,333,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061130,30/11/2006,5,Thursday,Jueves,Jeudi,30,334,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061201,01/12/2006,6,Friday,Viernes,Vendredi,1,335,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061202,02/12/2006,7,Saturday,Sábado,Samedi,2,336,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061203,03/12/2006,1,Sunday,Domingo,Dimanche,3,337,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061204,04/12/2006,2,Monday,Lunes,Lundi,4,338,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061205,05/12/2006,3,Tuesday,Martes,Mardi,5,339,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061206,06/12/2006,4,Wednesday,Miércoles,Mercredi,6,340,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061207,07/12/2006,5,Thursday,Jueves,Jeudi,7,341,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061208,08/12/2006,6,Friday,Viernes,Vendredi,8,342,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061209,09/12/2006,7,Saturday,Sábado,Samedi,9,343,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061210,10/12/2006,1,Sunday,Domingo,Dimanche,10,344,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061211,11/12/2006,2,Monday,Lunes,Lundi,11,345,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061212,12/12/2006,3,Tuesday,Martes,Mardi,12,346,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061213,13/12/2006,4,Wednesday,Miércoles,Mercredi,13,347,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061214,14/12/2006,5,Thursday,Jueves,Jeudi,14,348,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061215,15/12/2006,6,Friday,Viernes,Vendredi,15,349,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061216,16/12/2006,7,Saturday,Sábado,Samedi,16,350,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061217,17/12/2006,1,Sunday,Domingo,Dimanche,17,351,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061218,18/12/2006,2,Monday,Lunes,Lundi,18,352,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061219,19/12/2006,3,Tuesday,Martes,Mardi,19,353,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061220,20/12/2006,4,Wednesday,Miércoles,Mercredi,20,354,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061221,21/12/2006,5,Thursday,Jueves,Jeudi,21,355,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061222,22/12/2006,6,Friday,Viernes,Vendredi,22,356,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061223,23/12/2006,7,Saturday,Sábado,Samedi,23,357,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061224,24/12/2006,1,Sunday,Domingo,Dimanche,24,358,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061225,25/12/2006,2,Monday,Lunes,Lundi,25,359,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061226,26/12/2006,3,Tuesday,Martes,Mardi,26,360,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061227,27/12/2006,4,Wednesday,Miércoles,Mercredi,27,361,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061228,28/12/2006,5,Thursday,Jueves,Jeudi,28,362,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061229,29/12/2006,6,Friday,Viernes,Vendredi,29,363,53,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061230,30/12/2006,7,Saturday,Sábado,Samedi,30,364,53,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061231,31/12/2006,1,Sunday,Domingo,Dimanche,31,365,53,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20070101,01/01/2007,2,Monday,Lunes,Lundi,1,1,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070102,02/01/2007,3,Tuesday,Martes,Mardi,2,2,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070103,03/01/2007,4,Wednesday,Miércoles,Mercredi,3,3,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070104,04/01/2007,5,Thursday,Jueves,Jeudi,4,4,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070105,05/01/2007,6,Friday,Viernes,Vendredi,5,5,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070106,06/01/2007,7,Saturday,Sábado,Samedi,6,6,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070107,07/01/2007,1,Sunday,Domingo,Dimanche,7,7,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070108,08/01/2007,2,Monday,Lunes,Lundi,8,8,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070109,09/01/2007,3,Tuesday,Martes,Mardi,9,9,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070110,10/01/2007,4,Wednesday,Miércoles,Mercredi,10,10,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070111,11/01/2007,5,Thursday,Jueves,Jeudi,11,11,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070112,12/01/2007,6,Friday,Viernes,Vendredi,12,12,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070113,13/01/2007,7,Saturday,Sábado,Samedi,13,13,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070114,14/01/2007,1,Sunday,Domingo,Dimanche,14,14,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070115,15/01/2007,2,Monday,Lunes,Lundi,15,15,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070116,16/01/2007,3,Tuesday,Martes,Mardi,16,16,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070117,17/01/2007,4,Wednesday,Miércoles,Mercredi,17,17,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070118,18/01/2007,5,Thursday,Jueves,Jeudi,18,18,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070119,19/01/2007,6,Friday,Viernes,Vendredi,19,19,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070120,20/01/2007,7,Saturday,Sábado,Samedi,20,20,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070121,21/01/2007,1,Sunday,Domingo,Dimanche,21,21,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070122,22/01/2007,2,Monday,Lunes,Lundi,22,22,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070123,23/01/2007,3,Tuesday,Martes,Mardi,23,23,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070124,24/01/2007,4,Wednesday,Miércoles,Mercredi,24,24,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070125,25/01/2007,5,Thursday,Jueves,Jeudi,25,25,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070126,26/01/2007,6,Friday,Viernes,Vendredi,26,26,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070127,27/01/2007,7,Saturday,Sábado,Samedi,27,27,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070128,28/01/2007,1,Sunday,Domingo,Dimanche,28,28,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070129,29/01/2007,2,Monday,Lunes,Lundi,29,29,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070130,30/01/2007,3,Tuesday,Martes,Mardi,30,30,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070131,31/01/2007,4,Wednesday,Miércoles,Mercredi,31,31,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070201,01/02/2007,5,Thursday,Jueves,Jeudi,1,32,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070202,02/02/2007,6,Friday,Viernes,Vendredi,2,33,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070203,03/02/2007,7,Saturday,Sábado,Samedi,3,34,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070204,04/02/2007,1,Sunday,Domingo,Dimanche,4,35,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070205,05/02/2007,2,Monday,Lunes,Lundi,5,36,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070206,06/02/2007,3,Tuesday,Martes,Mardi,6,37,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070207,07/02/2007,4,Wednesday,Miércoles,Mercredi,7,38,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070208,08/02/2007,5,Thursday,Jueves,Jeudi,8,39,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070209,09/02/2007,6,Friday,Viernes,Vendredi,9,40,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070210,10/02/2007,7,Saturday,Sábado,Samedi,10,41,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070211,11/02/2007,1,Sunday,Domingo,Dimanche,11,42,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070212,12/02/2007,2,Monday,Lunes,Lundi,12,43,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070213,13/02/2007,3,Tuesday,Martes,Mardi,13,44,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070214,14/02/2007,4,Wednesday,Miércoles,Mercredi,14,45,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070215,15/02/2007,5,Thursday,Jueves,Jeudi,15,46,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070216,16/02/2007,6,Friday,Viernes,Vendredi,16,47,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070217,17/02/2007,7,Saturday,Sábado,Samedi,17,48,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070218,18/02/2007,1,Sunday,Domingo,Dimanche,18,49,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070219,19/02/2007,2,Monday,Lunes,Lundi,19,50,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070220,20/02/2007,3,Tuesday,Martes,Mardi,20,51,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070221,21/02/2007,4,Wednesday,Miércoles,Mercredi,21,52,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070222,22/02/2007,5,Thursday,Jueves,Jeudi,22,53,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070223,23/02/2007,6,Friday,Viernes,Vendredi,23,54,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070224,24/02/2007,7,Saturday,Sábado,Samedi,24,55,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070225,25/02/2007,1,Sunday,Domingo,Dimanche,25,56,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070226,26/02/2007,2,Monday,Lunes,Lundi,26,57,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070227,27/02/2007,3,Tuesday,Martes,Mardi,27,58,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070228,28/02/2007,4,Wednesday,Miércoles,Mercredi,28,59,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070301,01/03/2007,5,Thursday,Jueves,Jeudi,1,60,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070302,02/03/2007,6,Friday,Viernes,Vendredi,2,61,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070303,03/03/2007,7,Saturday,Sábado,Samedi,3,62,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070304,04/03/2007,1,Sunday,Domingo,Dimanche,4,63,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070305,05/03/2007,2,Monday,Lunes,Lundi,5,64,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070306,06/03/2007,3,Tuesday,Martes,Mardi,6,65,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070307,07/03/2007,4,Wednesday,Miércoles,Mercredi,7,66,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070308,08/03/2007,5,Thursday,Jueves,Jeudi,8,67,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070309,09/03/2007,6,Friday,Viernes,Vendredi,9,68,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070310,10/03/2007,7,Saturday,Sábado,Samedi,10,69,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070311,11/03/2007,1,Sunday,Domingo,Dimanche,11,70,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070312,12/03/2007,2,Monday,Lunes,Lundi,12,71,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070313,13/03/2007,3,Tuesday,Martes,Mardi,13,72,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070314,14/03/2007,4,Wednesday,Miércoles,Mercredi,14,73,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070315,15/03/2007,5,Thursday,Jueves,Jeudi,15,74,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070316,16/03/2007,6,Friday,Viernes,Vendredi,16,75,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070317,17/03/2007,7,Saturday,Sábado,Samedi,17,76,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070318,18/03/2007,1,Sunday,Domingo,Dimanche,18,77,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070319,19/03/2007,2,Monday,Lunes,Lundi,19,78,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070320,20/03/2007,3,Tuesday,Martes,Mardi,20,79,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070321,21/03/2007,4,Wednesday,Miércoles,Mercredi,21,80,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070322,22/03/2007,5,Thursday,Jueves,Jeudi,22,81,12,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070323,23/03/2007,6,Friday,Viernes,Vendredi,23,82,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070324,24/03/2007,7,Saturday,Sábado,Samedi,24,83,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070325,25/03/2007,1,Sunday,Domingo,Dimanche,25,84,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070326,26/03/2007,2,Monday,Lunes,Lundi,26,85,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070327,27/03/2007,3,Tuesday,Martes,Mardi,27,86,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070328,28/03/2007,4,Wednesday,Miércoles,Mercredi,28,87,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070329,29/03/2007,5,Thursday,Jueves,Jeudi,29,88,13,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070330,30/03/2007,6,Friday,Viernes,Vendredi,30,89,14,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070331,31/03/2007,7,Saturday,Sábado,Samedi,31,90,14,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070401,01/04/2007,1,Sunday,Domingo,Dimanche,1,91,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070402,02/04/2007,2,Monday,Lunes,Lundi,2,92,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070403,03/04/2007,3,Tuesday,Martes,Mardi,3,93,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070404,04/04/2007,4,Wednesday,Miércoles,Mercredi,4,94,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070405,05/04/2007,5,Thursday,Jueves,Jeudi,5,95,14,April,Abril,Avril,4,2,2007,1,4,2007,2
20070406,06/04/2007,6,Friday,Viernes,Vendredi,6,96,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070407,07/04/2007,7,Saturday,Sábado,Samedi,7,97,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070408,08/04/2007,1,Sunday,Domingo,Dimanche,8,98,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070409,09/04/2007,2,Monday,Lunes,Lundi,9,99,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070410,10/04/2007,3,Tuesday,Martes,Mardi,10,100,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070411,11/04/2007,4,Wednesday,Miércoles,Mercredi,11,101,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070412,12/04/2007,5,Thursday,Jueves,Jeudi,12,102,15,April,Abril,Avril,4,2,2007,1,4,2007,2
20070413,13/04/2007,6,Friday,Viernes,Vendredi,13,103,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070414,14/04/2007,7,Saturday,Sábado,Samedi,14,104,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070415,15/04/2007,1,Sunday,Domingo,Dimanche,15,105,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070416,16/04/2007,2,Monday,Lunes,Lundi,16,106,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070417,17/04/2007,3,Tuesday,Martes,Mardi,17,107,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070418,18/04/2007,4,Wednesday,Miércoles,Mercredi,18,108,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070419,19/04/2007,5,Thursday,Jueves,Jeudi,19,109,16,April,Abril,Avril,4,2,2007,1,4,2007,2
20070420,20/04/2007,6,Friday,Viernes,Vendredi,20,110,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070421,21/04/2007,7,Saturday,Sábado,Samedi,21,111,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070422,22/04/2007,1,Sunday,Domingo,Dimanche,22,112,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070423,23/04/2007,2,Monday,Lunes,Lundi,23,113,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070424,24/04/2007,3,Tuesday,Martes,Mardi,24,114,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070425,25/04/2007,4,Wednesday,Miércoles,Mercredi,25,115,17,April,Abril,Avril,4,2,2007,1,4,2007,2
20070426,26/04/2007,5,Thursday,Jueves,Jeudi,26,116,17,April,Abril,Avril,4,2,2007,1,4,2007,2
